text,intent
can i check the withdrawal penalty,check_cancellation_fee
help me cancelling purchase {{Order Number}},cancel_order
how much will you charge me for canceling the contract?,check_cancellation_fee
do you have a free number to talk with customer service?,contact_customer_service
ened assistance to see the termination penalties,check_cancellation_fee
help me check the terminatio charges,check_cancellation_fee
is it possible to talk with customer assistance?,contact_customer_service
I don't know how to cancel purchase {{Order Number}},cancel_order
help me to see what delivery options i have,delivery_options
need to modify my delivery address,change_shipping_address
i have to check the early exit fee will uhelp me,check_cancellation_fee
question about cancelling order {{Order Number}},cancel_order
"I expect a refund of {{Refund Amount}} dollars, has it been processed?",track_refund
I don't know how I can report an error with online payment,payment_issue
I can't find anything about the termination penalty,check_cancellation_fee
deliveries to {{Delivery City}},delivery_options
I need help to check what hours I can call customer service,contact_customer_service
how do I see the withdrawal charge?,check_cancellation_fee
help me check what hours i can call customer assistancr,contact_customer_service
assistance seeing at what time customer support available is,contact_customer_service
"I can't pay for this item, can I cancel order {{Order Number}}?",cancel_order
i need help to see in which cases can i ask for refunds,check_refund_policy
i do not know what to do to inform of a payment issue,payment_issue
need assistance seeing what shipping methods I have,delivery_options
need assistance with canceling order {{Order Number}},cancel_order
I want to know about the options for shipment,delivery_options
show me under which circumstances can I ask to be reimbursed,check_refund_policy
I czn't find the early termination penalties,check_cancellation_fee
question about cancelling purchase {{Order Number}},cancel_order
"I have to check what shipping options I have, I need help",delivery_options
where to see the cancellation fee?,check_cancellation_fee
I am trying to cancel purchase {{Order Number}},cancel_order
how do i know if there are any updates on my rebate,track_refund
I have a problem with a delivery address modification,change_shipping_address
I'm waiting for a refund of {{Refund Amount}} dollrs,track_refund
can you help me talk with customer support?,contact_customer_service
can you help me check the goddamn status of the rebate?,track_refund
I need help trying to upadte the shipping address,change_shipping_address
I do not know how I can check the status of my compensation,track_refund
where can I see the withdrawal charges?,check_cancellation_fee
"the shipping address has changed, how can I correct it?",change_shipping_address
i have got to see the delivery methods how do i do it,delivery_options
is it possible to order from {{Delivery City}}?,delivery_options
i dont want purchase {{Order Number}} could i cancel it,cancel_order
"I want to check my rebate current status, could you help me?",track_refund
where to see at what time customer support available is?,contact_customer_service
i have a question about a goddamn shipping address change,change_shipping_address
need help notifying of an issue with payments,payment_issue
need assistance modifying theshipping address,change_shipping_address
I expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
